9.051636349930951564e-01,3.587460896799417487e+00
9.053071437678487099e-01,3.587188937402316924e+00
9.054218896230490365e-01,3.587030120704719049e+00
9.055652454654796735e-01,3.586870737288064603e+00
9.057085163108143933e-01,3.586597425626842028e+00
9.058230717725198611e-01,3.586436999412027760e+00
9.059661895606324622e-01,3.586276006790281468e+00
9.061092222822606512e-01,3.586114447868359090e+00
9.062521699126231400e-01,3.585839308882414755e+00
9.063664667345483483e-01,3.585676707968990407e+00
9.065092611381824206e-01,3.585513541068388488e+00
9.066519703811624087e-01,3.585349808287666917e+00
9.067945944387065804e-01,3.585185509733962217e+00
9.069371332860332036e-01,3.584908069528971009e+00
9.070511029958846505e-01,3.584742729999340849e+00
9.071934884023703516e-01,3.584576825010824752e+00
9.073357885292500091e-01,3.584410354670870547e+00
9.074780033517423350e-01,3.584131090565191524e+00
9.075917137739241136e-01,3.583963580060896881e+00
9.077337749860695526e-01,3.583795504520133957e+00
9.078757508244390539e-01,3.583626864050654781e+00
9.080176412642513295e-01,3.583345777568336832e+00
9.081310921124864377e-01,3.583176097748283162e+00
9.082728287724457505e-01,3.583005853315355260e+00
9.084144799644591206e-01,3.582835044377611133e+00
9.085560456637451487e-01,3.582663671043185172e+00
9.086975258455221027e-01,3.582380289574181642e+00
9.088106484016840181e-01,3.582207877913708760e+00
9.089519745894952818e-01,3.582034902173499180e+00
9.090932151904093095e-01,3.581972535904196064e+00
9.092625909019088626e-01,3.581687258887718439e+00
9.093754395324186168e-01,3.581512591559272263e+00
9.095164232239507651e-01,3.581337360585337137e+00
9.096573212294594146e-01,3.581161566074674951e+00
9.097981335241626111e-01,3.580985208136125308e+00
9.099388600832789553e-01,3.580808286878609525e+00
9.100795008820270482e-01,3.580630802411125746e+00
9.102200558956250465e-01,3.580452754842754715e+00
9.103605250992914399e-01,3.580274144282654891e+00
9.105009084682448295e-01,3.579984684718726662e+00
9.106131533457606508e-01,3.579915234624299725e+00
9.107814176028856679e-01,3.579734935744760094e+00
9.109215433190099853e-01,3.579554074310922207e+00
9.110615831012948140e-01,3.579372650432342873e+00
9.112015369249587549e-01,3.579080828202476194e+00
9.113134380770294696e-01,3.579008115779581445e+00
9.114811865972969329e-01,3.578825005224912204e+00
9.116208823964083718e-01,3.578531766613791021e+00
9.117325770753088587e-01,3.578457098208366105e+00
9.119000157966075104e-01,3.578162915851832881e+00
9.120115727276015827e-01,3.577977647890067558e+00
9.121509413754349538e-01,3.577901024566041421e+00
9.123180700301234403e-01,3.577714543627958488e+00
9.124572491110272132e-01,3.577527501345074690e+00
9.125963419854941083e-01,3.577339897827821247e+00
9.127353486287426154e-01,3.577151733186711091e+00
9.128742690159912243e-01,3.576963007532332650e+00
9.130131031224582028e-01,3.576773720975359616e+00
9.131518509233623737e-01,3.576583873626538068e+00
9.132905123939215608e-01,3.576393465596699794e+00
9.134290875093545869e-01,3.576202496996754299e+00
9.135675762448798309e-01,3.576119261597836552e+00
9.137336486711393757e-01,3.575927082333258955e+00
9.138719472836362989e-01,3.575734342840137803e+00
9.140101594369243188e-01,3.575541043229713889e+00
9.141482851062219250e-01,3.575347183613305724e+00
9.142863242667476076e-01,3.575152764102310421e+00
9.144242768937194121e-01,3.574957784808207251e+00
9.145621429623562726e-01,3.574869897137495478e+00
9.147274679528256680e-01,3.574673708812152739e+00
9.148651435058940962e-01,3.574476961047057255e+00
9.150027324213261259e-01,3.574279653954019143e+00
9.151402346743403582e-01,3.574081787644925789e+00
9.152776502401553937e-01,3.573990551067188992e+00
9.154424344571376881e-01,3.573791476903455333e+00
9.155796592238828469e-01,3.573591843868314299e+00
9.157167972241276876e-01,3.573391652073982794e+00
9.158538484330905893e-01,3.573297717934956985e+00
9.160181952844612674e-01,3.573096319233730611e+00
9.161550554653725698e-01,3.572894362119000800e+00
9.162918287757009228e-01,3.572798380300434395e+00
9.164558420440329645e-01,3.572595216995570144e+00
9.165924241518474958e-01,3.572391495623678637e+00
9.167289193097778455e-01,3.572187216297558976e+00
9.168653274930426145e-01,3.571982379130090646e+00
9.170016486768604036e-01,3.571883055852718591e+00
9.171651192232785910e-01,3.571677013682675650e+00
9.173012489210812248e-01,3.571470414019049855e+00
9.174372915401356465e-01,3.571369046078645582e+00
9.176004277041606150e-01,3.571161242133673586e+00
9.177362786627376590e-01,3.571058477320911972e+00
9.178991847622240963e-01,3.570849469581801383e+00
9.180348439403809291e-01,3.570639904933379238e+00
9.181704159059690395e-01,3.570535097368832123e+00
9.183329871091915342e-01,3.570324329650352180e+00
9.184683671198972110e-01,3.570218126501856659e+00
9.186307079052951075e-01,3.570006156202473413e+00
9.187658958411755172e-01,3.569793629580284122e+00
9.189009964306665834e-01,3.569685385599317140e+00
9.190630018059297024e-01,3.569471657123157282e+00
9.191979101461332791e-01,3.569362018852150431e+00
9.193596847502855107e-01,3.569147089013120500e+00
9.194944007212587644e-01,3.568931603440023803e+00
9.196290292120221643e-01,3.568715562247333661e+00
9.197635701977942002e-01,3.568603240057746540e+00
